prd_id,prd_name,prd_category,prd_brand,prd_cost,prd_price,prd_start_dt
SKU10574,GoodBuy Classic Pack 574,Frozen Foods,FreshMart,399.84,1880.26,25/10/2021
SKU10575,GoodBuy Classic Bottle 575,Beverages,SmartChoice,2185.11,3467.86,05/05/2019
SKU10576,ValueMax Premium Pack 576,Dairy,PrimeSelect,464.95,2609.42,21/04/2019
SKU10577,HomePro Everyday Box 577,Office Supplies,PrimeSelect,202.82,3748.46,02/04/2022
SKU10578,GoodBuy Classic Bottle 578,Dairy,DailyChoice,1571.5,3989.04,12/07/2023
SKU10579,HomePro Classic Unit 579,Beverages,GoodBuy,1766.77,1340.85,24/01/2025
SKU10580,ValueMax Plus Bottle 580,Snacks,TechPlus,316.66,3917.92,19/11/2019
SKU10581,FreshMart Premium Unit 581,Office Supplies,PrimeSelect,533.01,2779.28,25/03/2019
SKU10582,SmartChoice Premium Pack 582,Dairy,SmartChoice,1976.13,975.2,19/09/2019
SKU10583,FreshMart Plus Bottle 583,Dairy,FreshMart,2325.37,42.35,05/05/2025
SKU10584,PureLife Classic Bottle 584,Dairy,UrbanHome,1201.69,2744.84,12/07/2023
SKU10585,HomePro Everyday Bottle 585,Frozen Foods,PrimeSelect,1984.17,912.85,18/04/2022
SKU10586,PureLife Premium Unit 586,Frozen Foods,TechPlus,812.11,948.57,15/09/2019
SKU10587,PrimeSelect Classic Box 587,Frozen Foods,SmartChoice,1764.02,2222.11,16/07/2021
SKU10588,GoodBuy Plus Unit 588,Beverages,DailyChoice,1401.91,152.78,18/11/2019
SKU10589,HomePro Everyday Set 589,Dairy,PrimeSelect,2111.16,1682.99,17/03/2019
SKU10590,TechPlus Plus Bottle 590,Frozen Foods,HomePro,1944.23,3203.51,02/01/2022
SKU10591,PureLife Premium Set 591,Electronics,PrimeSelect,724.66,138.22,10/06/2022
SKU10592,SmartChoice Classic Set 592,Beverages,DailyChoice,390.65,2507.05,04/02/2022
SKU10593,DailyChoice Plus Pack 593,Dairy,ValueMax,2022.99,658.77,18/12/2024
SKU10594,TechPlus Max Bottle 594,Frozen Foods,PureLife,101.33,3455.47,03/04/2025
SKU10595,SmartChoice Premium Pack 595,Frozen Foods,HomePro,1704.02,1581.03,01/11/2019
SKU10596,DailyChoice Classic Set 596,Personal Care,SmartChoice,1200.27,3254.13,21/11/2020
SKU10597,SmartChoice Classic Bottle 597,Snacks,PrimeSelect,206.74,165.39,06/06/2022
SKU10598,PureLife Plus Set 598,Beverages,TechPlus,1727.63,3515.01,29/09/2021
SKU10599,PureLife Everyday Bottle 599,Dairy,HomePro,1217.53,2081.93,25/12/2021
SKU10600,TechPlus Classic Unit 600,Home & Kitchen,PureLife,2153.05,1959.87,04/11/2023
SKU10262,UrbanHome Everyday Pack 262,Office Supplies,TechPlus,1818.14,1994.77,08/10/2025
SKU10133,DailyChoice Plus Pack 133,Groceries,GoodBuy,1574.7,498.98,25/01/2023
SKU10576,ValueMax Premium Pack 576,Dairy,PrimeSelect,464.95,2609.42,21/04/2019
SKU10455,PureLife Plus Bottle 455,Office Supplies,UrbanHome,1741.84,3954.05,24/04/2022
SKU10338,FreshMart Classic Pack 338,Snacks,FreshMart,399.49,1957.15,19/10/2024
SKU10581,FreshMart Premium Unit 581,Office Supplies,PrimeSelect,533.01,2779.28,25/03/2019
SKU10317,SmartChoice Plus Pack 317,Electronics,DailyChoice,241.46,1855.42,11/06/2022
SKU10440,GoodBuy Classic Set 440,Beverages,GoodBuy,1161.92,607.78,19/03/2019
SKU10054,PrimeSelect Premium Unit 54,Groceries,GoodBuy,258.14,50.63,11/10/2025
SKU10398,ValueMax Plus Box 398,Beverages,DailyChoice,1677.62,3836.83,02/08/2022
SKU10061,SmartChoice Plus Bottle 61,Personal Care,TechPlus,1060.39,1261.63,19/05/2019
SKU10586,PureLife Premium Unit 586,Frozen Foods,TechPlus,812.11,948.57,15/09/2019
SKU10497,PrimeSelect Everyday Unit 497,Dairy,GoodBuy,2295.02,1077.11,11/01/2020
SKU10273,TechPlus Premium Set 273,Beverages,DailyChoice,2078.47,3778.55,07/05/2021
SKU10279,HomePro Premium Box 279,Groceries,TechPlus,2051.24,613.7,23/07/2022
SKU10278,PureLife Classic Box 278,Frozen Foods,SmartChoice,1487.52,1742.28,05/08/2024
SKU10405,TechPlus Max Bottle 405,Personal Care,GoodBuy,1341.49,2360.31,09/12/2023
SKU10355,GoodBuy Everyday Bottle 355,Beverages,TechPlus,2436.94,564.75,23/12/2021
SKU10370,HomePro Plus Pack 370,Electronics,PrimeSelect,542.68,434.14,12/02/2023
SKU10307,DailyChoice Plus Unit 307,Beverages,GoodBuy,543.44,1951.43,17/12/2024
